index,fraction,debt,capital,income,year
139,1,2.4614281496789516,7.538571850321048,-0.01944285828447342,2165.0
140,1,2.4614424795261516,7.538557520473848,-0.01944411519958043,2166.0
141,1,2.4614558093685273,7.538544190631473,-0.01944528439975697,2167.0
142,1,2.4614682089943347,7.538531791005665,-0.01944637200663713,2168.0
143,1,2.4614797433210267,7.538520256678973,-0.019447383714575647,2169.0
144,1,2.4614904727352616,7.538509527264738,-0.019448324820477966,2170.0
145,1,2.4615004534091733,7.538499546590827,-0.01944920025154692,2171.0
146,1,2.4615097375945547,7.538490262405445,-0.01945001459109138,2172.0
147,1,2.4615183738965016,7.538481626103499,-0.019450772102532772,2173.0
148,1,2.4615264075279506,7.53847359247205,-0.01945147675173507,2174.0
149,1,2.461533880546449,7.538466119453551,-0.019452132227775483,2175.0
